,Unnamed: 0,省,省确诊,省治愈,省死亡,市,新增确诊,新增治愈,新增死亡,确诊,治愈,死亡,日期
10999,0,海南省,168,96,4,三亚,0,0,0,54,30,1,2020/2/22
11000,0,海南省,168,96,4,海口,0,0,0,39,19,0,2020/2/22
11001,0,海南省,168,96,4,昌江,0,0,0,7,2,0,2020/2/22
11002,0,海南省,168,96,4,儋州,0,0,0,15,11,0,2020/2/22
11003,0,海南省,168,96,4,万宁,0,0,0,13,9,0,2020/2/22
11004,0,海南省,168,96,4,澄迈,0,1,0,9,5,1,2020/2/22
11005,0,海南省,168,96,4,陵水,0,0,0,4,1,0,2020/2/22
11006,0,海南省,168,96,4,临高,0,0,0,6,4,0,2020/2/22
11007,0,海南省,168,96,4,保亭,0,0,0,3,1,0,2020/2/22
11008,0,海南省,168,96,4,琼海,0,0,0,6,4,1,2020/2/22
11009,0,海南省,168,96,4,东方,0,0,0,3,2,0,2020/2/22
11010,0,海南省,168,96,4,定安,0,0,0,3,2,1,2020/2/22
11011,0,海南省,168,96,4,文昌,0,0,0,3,3,0,2020/2/22
11012,0,海南省,168,96,4,乐东,0,0,0,2,2,0,2020/2/22
11013,0,海南省,168,96,4,琼中,0,0,0,1,1,0,2020/2/22
11014,0,陕西省,245,140,1,西安,0,0,0,120,59,1,2020/2/22
11015,0,陕西省,245,140,1,汉中,0,0,0,26,10,0,2020/2/22
11016,0,陕西省,245,140,1,渭南,0,0,0,15,4,0,2020/2/22
11017,0,陕西省,245,140,1,安康,0,0,0,26,16,0,2020/2/22
11018,0,陕西省,245,140,1,咸阳,0,0,0,17,14,0,2020/2/22
11019,0,陕西省,245,140,1,商洛,0,0,0,7,4,0,2020/2/22
11020,0,陕西省,245,140,1,宝鸡,0,0,0,13,11,0,2020/2/22
11021,0,陕西省,245,140,1,延安,0,0,0,8,6,0,2020/2/22
11022,0,陕西省,245,140,1,铜川,0,0,0,8,6,0,2020/2/22
11023,0,陕西省,245,140,1,杨凌,0,0,0,1,0,0,2020/2/22
11024,0,陕西省,245,140,1,榆林,0,0,0,3,3,0,2020/2/22
11025,0,陕西省,245,140,1,韩城,0,0,0,1,1,0,2020/2/22
11026,0,陕西省,245,140,1,待明确地区,0,6,0,0,6,0,2020/2/22
11027,0,江西省,934,544,1,九江,0,0,0,118,47,0,2020/2/22
11028,0,江西省,934,544,1,南昌,0,17,0,229,162,0,2020/2/22
11029,0,江西省,934,544,1,上饶,0,11,0,123,75,0,2020/2/22
11030,0,江西省,934,544,1,宜春,0,5,0,106,58,0,2020/2/22
11031,0,江西省,934,544,1,新余,0,7,0,130,87,0,2020/2/22
11032,0,江西省,934,544,1,赣州,0,6,0,76,40,1,2020/2/22
11033,0,江西省,934,544,1,抚州,0,9,0,72,46,0,2020/2/22
11034,0,江西省,934,544,1,萍乡,0,0,0,33,11,0,2020/2/22
11035,0,江西省,934,544,1,鹰潭,0,0,0,18,4,0,2020/2/22
11036,0,江西省,934,544,1,吉安,0,0,0,22,11,0,2020/2/22
11037,0,江西省,934,544,1,景德镇,0,0,0,6,3,0,2020/2/22
11038,0,江西省,934,544,1,赣江新区,0,0,0,1,0,0,2020/2/22
11039,0,辽宁省,121,66,1,大连,0,0,0,19,9,0,2020/2/22
11040,0,辽宁省,121,66,1,沈阳,0,4,0,28,19,0,2020/2/22
11041,0,辽宁省,121,66,1,葫芦岛,0,0,0,12,5,1,2020/2/22
11042,0,辽宁省,121,66,1,盘锦,0,0,0,11,5,0,2020/2/22
11043,0,辽宁省,121,66,1,铁岭,0,0,0,7,1,0,2020/2/22
11044,0,辽宁省,121,66,1,阜新,0,0,0,8,3,0,2020/2/22
11045,0,辽宁省,121,66,1,锦州,0,0,0,12,8,0,2020/2/22
11046,0,辽宁省,121,66,1,鞍山,0,0,0,4,0,0,2020/2/22
11047,0,辽宁省,121,66,1,朝阳,0,0,0,6,3,0,2020/2/22
11048,0,辽宁省,121,66,1,丹东,0,1,0,7,6,0,2020/2/22
11049,0,辽宁省,121,66,1,本溪,0,0,0,3,3,0,2020/2/22
11050,0,辽宁省,121,66,1,辽阳,0,0,0,3,3,0,2020/2/22
11051,0,辽宁省,121,66,1,营口,0,0,0,1,1,0,2020/2/22
11052,0,湖南省,1013,670,4,长沙,0,5,0,242,130,2,2020/2/22
11053,0,湖南省,1013,670,4,岳阳,0,1,0,156,77,1,2020/2/22
11054,0,湖南省,1013,670,4,株洲,1,1,0,79,47,0,2020/2/22
11055,0,湖南省,1013,670,4,常德,0,0,0,80,58,0,2020/2/22
11056,0,湖南省,1013,670,4,邵阳,0,-1,0,102,80,1,2020/2/22
11057,0,湖南省,1013,670,4,娄底,0,1,0,76,55,0,2020/2/22
11058,0,湖南省,1013,670,4,湘潭,1,2,0,36,19,0,2020/2/22
11059,0,湖南省,1013,670,4,衡阳,0,0,0,48,37,0,2020/2/22
11060,0,湖南省,1013,670,4,郴州,0,0,0,39,30,0,2020/2/22
11061,0,湖南省,1013,670,4,益阳,0,0,0,59,51,0,2020/2/22
11062,0,湖南省,1013,670,4,永州,0,0,0,43,35,0,2020/2/22
11063,0,湖南省,1013,670,4,怀化,0,0,0,40,38,0,2020/2/22
11064,0,湖南省,1013,670,4,湘西自治州,0,0,0,8,8,0,2020/2/22
11065,0,湖南省,1013,670,4,张家界,0,0,0,5,5,0,2020/2/22
11066,0,北京市,399,178,4,海淀区,1,0,0,62,0,0,2020/2/22
11067,0,北京市,399,178,4,朝阳区,2,0,0,60,0,0,2020/2/22
11068,0,北京市,399,178,4,西城区,0,0,0,53,0,0,2020/2/22
11069,0,北京市,399,178,4,丰台区,0,0,0,41,3,0,2020/2/22
11070,0,北京市,399,178,4,大兴区,0,0,0,39,2,0,2020/2/22
11071,0,北京市,399,178,4,昌平区,0,0,0,29,0,0,2020/2/22
11072,0,北京市,399,178,4,外地来京人员,0,0,0,26,2,0,2020/2/22
11073,0,北京市,399,178,4,通州区,0,0,0,19,1,0,2020/2/22
11074,0,北京市,399,178,4,房山区,0,0,0,16,3,0,2020/2/22
11075,0,北京市,399,178,4,石景山区,0,0,0,14,1,0,2020/2/22
11076,0,北京市,399,178,4,东城区,0,0,0,12,1,0,2020/2/22
11077,0,北京市,399,178,4,顺义区,0,0,0,10,0,0,2020/2/22
11078,0,北京市,399,178,4,怀柔区,0,0,0,7,0,0,2020/2/22
11079,0,北京市,399,178,4,密云区,0,0,0,7,0,0,2020/2/22
11080,0,北京市,399,178,4,门头沟区,0,0,0,3,2,0,2020/2/22
11081,0,北京市,399,178,4,延庆区,0,0,0,1,0,0,2020/2/22
11082,0,北京市,399,178,4,待明确地区,0,9,0,0,163,4,2020/2/22
11083,0,上海市,334,211,3,外地来沪人员,0,0,0,110,73,1,2020/2/22
11084,0,上海市,334,211,3,浦东新区,0,0,0,60,42,0,2020/2/22
11085,0,上海市,334,211,3,宝山区,0,0,0,21,10,0,2020/2/22
11086,0,上海市,334,211,3,徐汇区,0,0,0,18,10,0,2020/2/22
11087,0,上海市,334,211,3,松江区,0,0,0,14,7,0,2020/2/22
11088,0,上海市,334,211,3,静安区,0,0,0,16,10,0,2020/2/22
11089,0,上海市,334,211,3,嘉定区,0,0,0,9,3,0,2020/2/22
11090,0,上海市,334,211,3,奉贤区,0,0,0,9,3,0,2020/2/22
11091,0,上海市,334,211,3,杨浦区,0,0,0,9,4,0,2020/2/22
11092,0,上海市,334,211,3,闵行区,0,0,0,19,15,0,2020/2/22
11093,0,上海市,334,211,3,普陀区,0,0,0,11,7,0,2020/2/22
11094,0,上海市,334,211,3,长宁区,0,0,0,13,10,0,2020/2/22
11095,0,上海市,334,211,3,黄浦区,0,0,0,6,3,0,2020/2/22
11096,0,上海市,334,211,3,虹口区,0,0,0,7,5,0,2020/2/22
11097,0,上海市,334,211,3,崇明区,0,0,0,4,2,0,2020/2/22
11098,0,上海市,334,211,3,金山区,0,0,0,3,2,0,2020/2/22
11099,0,上海市,334,211,3,青浦区,0,0,0,5,5,0,2020/2/22
11100,0,上海市,334,211,3,待明确地区,0,0,1,0,0,2,2020/2/22
11101,0,浙江省,1205,694,1,温州,0,0,0,504,268,1,2020/2/22
11102,0,浙江省,1205,694,1,台州,0,0,0,146,84,0,2020/2/22
11103,0,浙江省,1205,694,1,宁波,0,3,0,157,106,0,2020/2/22
11104,0,浙江省,1205,694,1,杭州,0,10,0,169,121,0,2020/2/22
11105,0,浙江省,1205,694,1,省十里丰监狱,2,0,0,36,0,0,2020/2/22
11106,0,浙江省,1205,694,1,嘉兴,0,0,0,45,22,0,2020/2/22
11107,0,浙江省,1205,694,1,绍兴,0,1,0,42,21,0,2020/2/22
11108,0,浙江省,1205,694,1,金华,0,1,0,55,37,0,2020/2/22
11109,0,浙江省,1205,694,1,舟山,0,0,0,10,5,0,2020/2/22
11110,0,浙江省,1205,694,1,衢州,0,0,0,14,10,0,2020/2/22
11111,0,浙江省,1205,694,1,湖州,0,0,0,10,6,0,2020/2/22
11112,0,浙江省,1205,694,1,丽水,0,0,0,17,14,0,2020/2/22
11113,0,广东省,1339,720,5,深圳,1,0,0,417,222,2,2020/2/22
11114,0,广东省,1339,720,5,广州,4,0,0,343,172,0,2020/2/22
11115,0,广东省,1339,720,5,东莞,0,0,0,93,27,1,2020/2/22
11116,0,广东省,1339,720,5,佛山,0,0,0,84,34,0,2020/2/22
11117,0,广东省,1339,720,5,珠海,0,0,0,98,49,1,2020/2/22
11118,0,广东省,1339,720,5,中山,0,0,0,66,43,0,2020/2/22
11119,0,广东省,1339,720,5,惠州,0,0,0,62,41,0,2020/2/22
11120,0,广东省,1339,720,5,江门,0,0,0,23,9,0,2020/2/22
11121,0,广东省,1339,720,5,湛江,0,0,0,22,12,0,2020/2/22
11122,0,广东省,1339,720,5,肇庆,1,0,0,19,8,1,2020/2/22
11123,0,广东省,1339,720,5,茂名,0,0,0,14,6,0,2020/2/22
11124,0,广东省,1339,720,5,汕头,0,0,0,25,20,0,2020/2/22
11125,0,广东省,1339,720,5,梅州,0,0,0,16,11,0,2020/2/22
11126,0,广东省,1339,720,5,韶关,0,0,0,10,6,0,2020/2/22
11127,0,广东省,1339,720,5,揭阳,0,0,0,8,4,0,2020/2/22
11128,0,广东省,1339,720,5,阳江,0,0,0,13,10,0,2020/2/22
11129,0,广东省,1339,720,5,清远,0,0,0,12,9,0,2020/2/22
11130,0,广东省,1339,720,5,汕尾,0,0,0,5,2,0,2020/2/22
11131,0,广东省,1339,720,5,河源,0,0,0,4,1,0,2020/2/22
11132,0,广东省,1339,720,5,潮州,0,0,0,5,4,0,2020/2/22
11133,0,广东省,1339,720,5,待明确地区,0,30,0,0,30,0,2020/2/22
11134,0,安徽省,989,567,6,合肥,0,0,0,174,97,1,2020/2/22
11135,0,安徽省,989,567,6,蚌埠,0,25,0,160,81,5,2020/2/22
11136,0,安徽省,989,567,6,阜阳,0,0,0,155,90,0,2020/2/22
11137,0,安徽省,989,567,6,亳州,0,0,0,108,70,0,2020/2/22
11138,0,安徽省,989,567,6,六安,0,4,0,69,39,0,2020/2/22
11139,0,安徽省,989,567,6,安庆,0,0,0,83,55,0,2020/2/22
11140,0,安徽省,989,567,6,马鞍山,1,0,0,38,17,0,2020/2/22
11141,0,安徽省,989,567,6,宿州,0,0,0,41,23,0,2020/2/22
11142,0,安徽省,989,567,6,铜陵,0,0,0,29,13,0,2020/2/22
11143,0,安徽省,989,567,6,淮南,0,0,0,27,14,0,2020/2/22
11144,0,安徽省,989,567,6,淮北,0,0,0,27,15,0,2020/2/22
11145,0,安徽省,989,567,6,芜湖,0,-1,0,33,25,0,2020/2/22
11146,0,安徽省,989,567,6,池州,0,0,0,17,10,0,2020/2/22
11147,0,安徽省,989,567,6,滁州,0,0,0,13,8,0,2020/2/22
11148,0,安徽省,989,567,6,黄山,0,0,0,9,6,0,2020/2/22
11149,0,安徽省,989,567,6,宣城,0,0,0,6,4,0,2020/2/22
11150,0,天津市,133,62,3,宝坻区,0,0,0,57,17,2,2020/2/22
11151,0,天津市,133,62,3,河东区,0,0,0,15,8,1,2020/2/22
11152,0,天津市,133,62,3,北辰区,0,0,0,6,1,0,2020/2/22
11153,0,天津市,133,62,3,南开区,0,0,0,6,2,0,2020/2/22
11154,0,天津市,133,62,3,河北区,0,0,0,12,9,0,2020/2/22
11155,0,天津市,133,62,3,宁河区,0,0,0,4,1,0,2020/2/22
11156,0,天津市,133,62,3,和平区,0,0,0,6,4,0,2020/2/22
11157,0,天津市,133,62,3,外地来津人员,0,0,0,6,4,0,2020/2/22
11158,0,天津市,133,62,3,东丽区,0,0,0,4,2,0,2020/2/22
11159,0,天津市,133,62,3,河西区,0,0,0,4,2,0,2020/2/22
11160,0,天津市,133,62,3,滨海新区,0,0,0,3,1,0,2020/2/22
11161,0,天津市,133,62,3,武清区,0,0,0,2,1,0,2020/2/22
11162,0,天津市,133,62,3,西青区,0,0,0,4,4,0,2020/2/22
11163,0,天津市,133,62,3,红桥区,0,0,0,2,2,0,2020/2/22
11164,0,天津市,133,62,3,津南区,0,0,0,1,1,0,2020/2/22
11165,0,天津市,133,62,3,待明确地区,0,0,0,0,3,0,2020/2/22
11166,0,湖北省,63454,13557,2250,武汉,0,0,0,45346,6281,1684,2020/2/22
11167,0,湖北省,63454,13557,2250,孝感,0,0,0,3346,771,94,2020/2/22
11168,0,湖北省,63454,13557,2250,黄冈,0,0,0,2856,1274,90,2020/2/22
11169,0,湖北省,63454,13557,2250,荆州,0,0,0,1517,531,40,2020/2/22
11170,0,湖北省,63454,13557,2250,鄂州,0,0,0,1343,375,39,2020/2/22
11171,0,湖北省,63454,13557,2250,随州,0,0,0,1287,386,28,2020/2/22
11172,0,湖北省,63454,13557,2250,襄阳,0,0,0,1170,343,24,2020/2/22
11173,0,湖北省,63454,13557,2250,宜昌,0,0,0,895,250,28,2020/2/22
11174,0,湖北省,63454,13557,2250,黄石,0,0,0,974,361,27,2020/2/22
11175,0,湖北省,63454,13557,2250,荆门,0,0,0,800,229,37,2020/2/22
11176,0,湖北省,63454,13557,2250,咸宁,0,0,0,766,314,10,2020/2/22
11177,0,湖北省,63454,13557,2250,十堰,0,0,0,654,212,2,2020/2/22
11178,0,湖北省,63454,13557,2250,仙桃,0,0,0,568,210,19,2020/2/22
11179,0,湖北省,63454,13557,2250,天门,0,0,0,477,165,12,2020/2/22
11180,0,湖北省,63454,13557,2250,监狱系统,0,0,0,220,0,0,2020/2/22
11181,0,湖北省,63454,13557,2250,恩施州,0,0,0,245,112,3,2020/2/22
11182,0,湖北省,63454,13557,2250,潜江,0,0,0,188,57,7,2020/2/22
11183,0,湖北省,63454,13557,2250,神农架林区,0,0,0,10,10,0,2020/2/22
11184,0,四川省,526,242,3,成都,0,4,0,143,75,3,2020/2/22
11185,0,四川省,526,242,3,甘孜州,1,0,0,69,10,0,2020/2/22
11186,0,四川省,526,242,3,达州,0,2,0,41,13,0,2020/2/22
11187,0,四川省,526,242,3,南充,0,3,0,38,18,0,2020/2/22
11188,0,四川省,526,242,3,泸州,0,0,0,24,6,0,2020/2/22
11189,0,四川省,526,242,3,巴中,0,0,0,24,10,0,2020/2/22
11190,0,四川省,526,242,3,德阳,0,0,0,18,5,0,2020/2/22
11191,0,四川省,526,242,3,内江,0,0,0,22,10,0,2020/2/22
11192,0,四川省,526,242,3,广安,0,0,0,30,20,0,2020/2/22
11193,0,四川省,526,242,3,绵阳,0,2,0,22,12,0,2020/2/22
11194,0,四川省,526,242,3,遂宁,0,0,0,17,10,0,2020/2/22
11195,0,四川省,526,242,3,凉山州,0,0,0,13,6,0,2020/2/22
11196,0,四川省,526,242,3,宜宾,0,0,0,12,7,0,2020/2/22
11197,0,四川省,526,242,3,攀枝花,0,0,0,16,13,0,2020/2/22
11198,0,四川省,526,242,3,雅安,0,0,0,7,4,0,2020/2/22
11199,0,四川省,526,242,3,自贡,0,0,0,9,7,0,2020/2/22
11200,0,四川省,526,242,3,眉山,0,0,0,8,6,0,2020/2/22
11201,0,四川省,526,242,3,广元,0,0,0,6,5,0,2020/2/22
11202,0,四川省,526,242,3,乐山,0,0,0,3,2,0,2020/2/22
11203,0,四川省,526,242,3,资阳,0,0,0,3,2,0,2020/2/22
11204,0,四川省,526,242,3,阿坝州,0,0,0,1,1,0,2020/2/22
11205,0,新疆维吾尔自治区,76,24,2,乌鲁木齐,0,0,0,23,10,0,2020/2/22
11206,0,新疆维吾尔自治区,76,24,2,伊犁州,0,0,0,18,6,0,2020/2/22
11207,0,新疆维吾尔自治区,76,24,2,兵团第四师,0,0,0,10,0,0,2020/2/22
11208,0,新疆维吾尔自治区,76,24,2,兵团第九师,0,0,1,4,0,1,2020/2/22
11209,0,新疆维吾尔自治区,76,24,2,兵团第十二师,0,0,0,3,0,0,2020/2/22
11210,0,新疆维吾尔自治区,76,24,2,昌吉州,0,0,0,4,2,0,2020/2/22
11211,0,新疆维吾尔自治区,76,24,2,吐鲁番市,0,0,0,3,1,0,2020/2/22
11212,0,新疆维吾尔自治区,76,24,2,兵团第八师石河子市,0,0,0,4,1,1,2020/2/22
11213,0,新疆维吾尔自治区,76,24,2,兵团第六师五家渠市,0,0,0,2,0,0,2020/2/22
11214,0,新疆维吾尔自治区,76,24,2,巴州,0,0,0,3,2,0,2020/2/22
11215,0,新疆维吾尔自治区,76,24,2,兵团第七师,0,0,0,1,1,0,2020/2/22
11216,0,新疆维吾尔自治区,76,24,2,阿克苏地区,0,0,0,1,1,0,2020/2/22
11217,0,江苏省,631,387,0,苏州,0,0,0,87,42,0,2020/2/22
11218,0,江苏省,631,387,0,南京,0,0,0,93,52,0,2020/2/22
11219,0,江苏省,631,387,0,淮安,0,1,0,66,35,0,2020/2/22
11220,0,江苏省,631,387,0,连云港,0,4,0,48,22,0,2020/2/22
11221,0,江苏省,631,387,0,徐州,0,0,0,79,58,0,2020/2/22
11222,0,江苏省,631,387,0,无锡,0,0,0,55,37,0,2020/2/22
11223,0,江苏省,631,387,0,常州,0,0,0,51,36,0,2020/2/22
11224,0,江苏省,631,387,0,南通,0,5,0,40,28,0,2020/2/22
11225,0,江苏省,631,387,0,泰州,0,1,0,37,25,0,2020/2/22
11226,0,江苏省,631,387,0,扬州,0,2,0,23,15,0,2020/2/22
11227,0,江苏省,631,387,0,盐城,0,0,0,27,20,0,2020/2/22
11228,0,江苏省,631,387,0,宿迁,0,0,0,13,8,0,2020/2/22
11229,0,江苏省,631,387,0,镇江,0,1,0,12,9,0,2020/2/22
11230,0,贵州省,146,90,2,贵阳,0,1,0,36,18,1,2020/2/22
11231,0,贵州省,146,90,2,遵义,0,1,0,32,18,0,2020/2/22
11232,0,贵州省,146,90,2,毕节,0,3,0,23,13,0,2020/2/22
11233,0,贵州省,146,90,2,黔南州,0,5,0,17,12,0,2020/2/22
11234,0,贵州省,146,90,2,六盘水,0,0,0,10,6,1,2020/2/22
11235,0,贵州省,146,90,2,安顺,0,0,0,4,1,0,2020/2/22
11236,0,贵州省,146,90,2,黔东南州,0,3,0,10,8,0,2020/2/22
11237,0,贵州省,146,90,2,铜仁,0,0,0,10,10,0,2020/2/22
11238,0,贵州省,146,90,2,黔西南州,0,0,0,4,4,0,2020/2/22
11239,0,山东省,750,293,4,济宁,0,0,0,253,29,0,2020/2/22
11240,0,山东省,750,293,4,烟台,0,0,0,47,18,0,2020/2/22
11241,0,山东省,750,293,4,潍坊,0,0,0,44,17,0,2020/2/22
11242,0,山东省,750,293,4,济南,0,0,0,47,22,0,2020/2/22
11243,0,山东省,750,293,4,青岛,0,-1,0,59,34,1,2020/2/22
11244,0,山东省,750,293,4,德州,0,0,0,37,11,2,2020/2/22
11245,0,山东省,750,293,4,淄博,0,0,0,30,10,0,2020/2/22
11246,0,山东省,750,293,4,威海,0,2,0,38,20,0,2020/2/22
11247,0,山东省,750,293,4,聊城,0,1,0,38,22,0,2020/2/22
11248,0,山东省,750,293,4,泰安,1,6,0,35,18,1,2020/2/22
11249,0,山东省,750,293,4,枣庄,0,3,0,24,14,0,2020/2/22
11250,0,山东省,750,293,4,日照,0,1,0,16,9,0,2020/2/22
11251,0,山东省,750,293,4,临沂,0,0,0,49,44,0,2020/2/22
11252,0,山东省,750,293,4,菏泽,0,0,0,18,14,0,2020/2/22
11253,0,山东省,750,293,4,滨州,0,0,0,15,11,0,2020/2/22
11254,0,河南省,1270,802,19,信阳,3,0,0,273,134,2,2020/2/22
11255,0,河南省,1270,802,19,南阳,0,0,0,155,66,2,2020/2/22
11256,0,河南省,1270,802,19,郑州,0,0,0,157,98,0,2020/2/22
11257,0,河南省,1270,802,19,驻马店,0,0,0,139,99,0,2020/2/22
11258,0,河南省,1270,802,19,周口,0,0,0,76,41,0,2020/2/22
11259,0,河南省,1270,802,19,商丘,0,0,0,91,63,3,2020/2/22
11260,0,河南省,1270,802,19,新乡,0,0,0,57,32,3,2020/2/22
11261,0,河南省,1270,802,19,安阳,0,0,0,53,31,0,2020/2/22
11262,0,河南省,1270,802,19,许昌,0,0,0,39,19,0,2020/2/22
11263,0,河南省,1270,802,19,焦作,0,0,0,32,12,1,2020/2/22
11264,0,河南省,1270,802,19,平顶山,0,0,0,58,39,1,2020/2/22
11265,0,河南省,1270,802,19,洛阳,0,0,0,31,16,1,2020/2/22
11266,0,河南省,1270,802,19,漯河,0,0,0,35,22,0,2020/2/22
11267,0,河南省,1270,802,19,开封,0,0,0,26,15,0,2020/2/22
11268,0,河南省,1270,802,19,鹤壁,0,0,0,19,9,0,2020/2/22
11269,0,河南省,1270,802,19,濮阳,0,0,0,17,7,0,2020/2/22
11270,0,河南省,1270,802,19,济源,0,0,0,5,3,0,2020/2/22
11271,0,河南省,1270,802,19,三门峡,0,0,0,7,6,0,2020/2/22
11272,0,河南省,1270,802,19,待明确地区,0,66,0,0,90,6,2020/2/22
11273,0,广西壮族自治区,249,99,2,南宁,1,0,0,55,25,0,2020/2/22
11274,0,广西壮族自治区,249,99,2,北海,0,0,0,44,14,1,2020/2/22
11275,0,广西壮族自治区,249,99,2,河池,1,0,0,25,4,1,2020/2/22
11276,0,广西壮族自治区,249,99,2,桂林,1,2,0,32,17,0,2020/2/22
11277,0,广西壮族自治区,249,99,2,柳州,0,0,0,24,11,0,2020/2/22
11278,0,广西壮族自治区,249,99,2,防城港,0,0,0,19,6,0,2020/2/22
11279,0,广西壮族自治区,249,99,2,来宾,0,0,0,11,0,0,2020/2/22
11280,0,广西壮族自治区,249,99,2,玉林,0,0,0,11,4,0,2020/2/22
11281,0,广西壮族自治区,249,99,2,贵港,0,0,0,8,3,0,2020/2/22
11282,0,广西壮族自治区,249,99,2,钦州,0,0,0,8,6,0,2020/2/22
11283,0,广西壮族自治区,249,99,2,贺州,0,0,0,4,2,0,2020/2/22
11284,0,广西壮族自治区,249,99,2,百色,0,0,0,3,2,0,2020/2/22
11285,0,广西壮族自治区,249,99,2,梧州,0,0,0,5,5,0,2020/2/22
11286,0,福建省,293,150,1,莆田,0,0,0,55,22,0,2020/2/22
11287,0,福建省,293,150,1,泉州,0,0,0,46,17,0,2020/2/22
11288,0,福建省,293,150,1,福州,0,0,0,71,47,0,2020/2/22
11289,0,福建省,293,150,1,厦门,0,0,0,35,17,0,2020/2/22
11290,0,福建省,293,150,1,南平,0,0,0,20,8,0,2020/2/22
11291,0,福建省,293,150,1,宁德,0,0,0,26,17,0,2020/2/22
11292,0,福建省,293,150,1,三明,0,0,0,14,5,0,2020/2/22
11293,0,福建省,293,150,1,漳州,0,0,0,20,13,0,2020/2/22
11294,0,福建省,293,150,1,龙岩,0,0,0,6,3,0,2020/2/22
11295,0,福建省,293,150,1,待明确地区,0,1,0,0,1,1,2020/2/22
11296,0,内蒙古自治区,75,22,0,包头,0,0,0,11,2,0,2020/2/22
11297,0,内蒙古自治区,75,22,0,锡林郭勒盟,0,0,0,9,1,0,2020/2/22
11298,0,内蒙古自治区,75,22,0,赤峰,0,0,0,9,3,0,2020/2/22
11299,0,内蒙古自治区,75,22,0,通辽,0,0,0,7,1,0,2020/2/22
11300,0,内蒙古自治区,75,22,0,巴彦淖尔,0,3,0,8,3,0,2020/2/22
11301,0,内蒙古自治区,75,22,0,呼和浩特,0,0,0,7,2,0,2020/2/22
11302,0,内蒙古自治区,75,22,0,呼伦贝尔,0,0,0,7,2,0,2020/2/22
11303,0,内蒙古自治区,75,22,0,鄂尔多斯,0,2,0,11,7,0,2020/2/22
11304,0,内蒙古自治区,75,22,0,乌兰察布,0,0,0,3,1,0,2020/2/22
11305,0,内蒙古自治区,75,22,0,乌海市,0,0,0,2,0,0,2020/2/22
11306,0,内蒙古自治区,75,22,0,兴安盟,0,0,0,1,0,0,2020/2/22
11307,0,吉林省,91,46,1,长春,0,0,0,45,22,0,2020/2/22
11308,0,吉林省,91,46,1,四平市,0,0,0,15,8,1,2020/2/22
11309,0,吉林省,91,46,1,辽源,0,0,0,7,1,0,2020/2/22
11310,0,吉林省,91,46,1,公主岭,0,1,0,6,3,0,2020/2/22
11311,0,吉林省,91,46,1,通化,0,0,0,4,1,0,2020/2/22
11312,0,吉林省,91,46,1,吉林市,0,0,0,5,4,0,2020/2/22
11313,0,吉林省,91,46,1,延边,0,0,0,5,4,0,2020/2/22
11314,0,吉林省,91,46,1,白城,0,0,0,1,0,0,2020/2/22
11315,0,吉林省,91,46,1,松原,0,0,0,2,2,0,2020/2/22
11316,0,吉林省,91,46,1,梅河口,0,0,0,1,1,0,2020/2/22
11317,0,黑龙江省,479,183,12,哈尔滨,0,-1,0,197,75,3,2020/2/22
11318,0,黑龙江省,479,183,12,鸡西,0,2,0,46,5,0,2020/2/22
11319,0,黑龙江省,479,183,12,双鸭山,0,0,0,52,16,3,2020/2/22
11320,0,黑龙江省,479,183,12,齐齐哈尔,0,6,0,43,22,1,2020/2/22
11321,0,黑龙江省,479,183,12,绥化,0,0,0,47,26,4,2020/2/22
11322,0,黑龙江省,479,183,12,大庆,0,0,0,26,8,1,2020/2/22
11323,0,黑龙江省,479,183,12,牡丹江,0,0,0,14,2,0,2020/2/22
11324,0,黑龙江省,479,183,12,七台河,0,0,0,17,6,0,2020/2/22
11325,0,黑龙江省,479,183,12,黑河,0,0,0,14,4,0,2020/2/22
11326,0,黑龙江省,479,183,12,鹤岗,0,0,0,5,2,0,2020/2/22
11327,0,黑龙江省,479,183,12,伊春,0,0,0,1,0,0,2020/2/22
11328,0,黑龙江省,479,183,12,佳木斯,0,1,0,15,15,0,2020/2/22
11329,0,黑龙江省,479,183,12,大兴安岭,0,0,0,2,2,0,2020/2/22
11330,0,河北省,309,184,6,唐山,0,0,0,57,19,1,2020/2/22
11331,0,河北省,309,184,6,沧州,0,0,0,48,22,3,2020/2/22
11332,0,河北省,309,184,6,石家庄,1,0,0,29,15,0,2020/2/22
11333,0,河北省,309,184,6,邯郸,0,0,0,31,19,0,2020/2/22
11334,0,河北省,309,184,6,张家口,0,0,0,34,25,0,2020/2/22
11335,0,河北省,309,184,6,廊坊,0,0,0,30,22,0,2020/2/22
11336,0,河北省,309,184,6,邢台,0,0,0,23,15,1,2020/2/22
11337,0,河北省,309,184,6,保定,0,0,0,32,29,0,2020/2/22
11338,0,河北省,309,184,6,秦皇岛,0,0,1,10,6,1,2020/2/22
11339,0,河北省,309,184,6,衡水,0,0,0,8,6,0,2020/2/22
11340,0,河北省,309,184,6,承德,0,0,0,7,6,0,2020/2/22
11341,0,山西省,132,78,0,晋中,0,0,0,36,21,0,2020/2/22
11342,0,山西省,132,78,0,太原,0,0,0,20,12,0,2020/2/22
11343,0,山西省,132,78,0,大同,0,0,0,12,6,0,2020/2/22
11344,0,山西省,132,78,0,晋城,0,1,0,10,4,0,2020/2/22
11345,0,山西省,132,78,0,长治,0,1,0,8,3,0,2020/2/22
